EAR,MAR,Target
0.22931063787270192,0.5644587160699572,1.0
0.3770887283102692,0.2782100459034663,0.0
0.26067960910537225,0.24935370659419903,0.0
0.10539044318650037,0.6071726228118577,1.0
0.10357216259992635,0.495639252305738,1.0
0.17400250926303118,0.40709349979199777,1.0
0.16403205101867607,0.4168097831714535,1.0
0.2839459921107509,0.08080058635884146,0.0
0.25310536641229614,0.11570304410668567,0.0
0.12234140783014225,0.600365121359146,1.0
0.33064432794296805,0.20331843541723496,0.0
0.17302482147749998,0.7555153290089266,1.0
0.16237102786453517,0.4480788616699814,1.0
0.3314318289429617,0.251016893386972,0.0
0.10273991498834431,0.8456631429862601,1.0
0.10221028556206062,0.47348435076646744,1.0
0.17430249557163985,0.5080293023113158,1.0
0.1972406174956352,0.5715288005922992,1.0
0.18628397807497948,0.8322119184127754,1.0
0.11147450647035716,0.6860349797298981,1.0
0.339911909879791,0.26952061618857315,0.0
0.3520104677028463,0.2577092029410058,0.0
0.3270843912266159,0.22678609778871095,0.0
0.22758071318495313,0.8428281431087334,1.0
0.2206494817234272,0.870210276489163,1.0
0.38049097777081076,0.09851347789173312,0.0
0.3922031111524781,0.20224363385223143,0.0
0.38537676715149227,0.19268543472730432,0.0
0.11580554567838793,0.489257130945528,1.0
0.20672815215371387,0.9478881525087243,1.0
0.3941133074235851,0.27411594082327506,0.0
0.3169538035280841,0.1735623353864314,0.0
0.36887308613709513,0.17715506684493723,0.0
0.18433537895567054,0.8807751737450012,1.0
0.10695162154355936,0.8481638544161043,1.0
0.16199142568855368,0.9259642033559445,1.0
0.107966003636734,0.7116459164813146,1.0
0.3287378318861618,0.21933590982836904,0.0
0.22794773908769367,0.6166466706759834,1.0
0.29698387858037756,0.2275714628630393,0.0
0.3847936512555813,0.2515155142768205,0.0
0.184012934011369,0.6060032639991982,1.0
0.17147191894736036,0.6390156922977968,1.0
0.11849441496027437,0.7632907295257227,1.0
0.3849377477199958,0.08398807718225078,0.0
0.2827925916076622,0.09038121103686565,0.0
0.21711475728361204,0.7009175543949308,1.0
0.21932057671731617,0.6503668801976819,1.0
0.2862852128351724,0.24853674258644037,0.0
0.1413208255970724,0.74611088086457,1.0
0.15233338626003248,0.485411263978216,1.0
0.31523140209506234,0.2676537015468397,0.0
0.2641337734954976,0.18352625850990295,0.0
0.40829004876428143,0.22225932879522114,0.0
0.13171222001017974,0.8600831097884957,1.0
0.3241843431506128,0.11522840345222757,0.0
0.16468191173928576,0.7713425714658761,1.0
0.22194019221559322,0.8656669107228588,1.0
0.17965477955939027,0.5923764849681239,1.0
0.18258450275261734,0.9264229472445633,1.0
0.14863629685034718,0.6632261091393179,1.0
0.19466026450933216,0.9487255178868403,1.0
0.22586183290365275,0.4703122324490089,1.0
0.10327576018007777,0.7095316065534538,1.0
0.18838186162736514,0.7570077413894003,1.0
0.25706781536325723,0.19214655856903096,0.0
0.3086965455513212,0.14920866628019935,0.0
0.12993857121532415,0.5050992179420605,1.0
0.27511304898678984,0.17081923104569743,0.0
0.30030681731357883,0.16951939949877531,0.0
0.2745416820921781,0.2514552624998116,0.0
0.18865848812542005,0.403315853587096,1.0
0.3631439718303354,0.2375813837407315,0.0
0.28412688077986026,0.11120667649942366,0.0
0.15827183302149078,0.652984557667325,1.0
0.16303879912044048,0.8576094677405082,1.0
0.2996033949113553,0.24974553305620795,0.0
0.3457074406439107,0.10466073968064218,0.0
0.41741485549114643,0.08717190152743794,0.0
0.13325499653692316,0.5911365061613587,1.0
0.16054157706918826,0.7639432250021991,1.0
0.3520654368229197,0.11363605940621649,0.0
0.30889062830719716,0.2306507781237525,0.0
0.27208308041285195,0.11861284053326855,0.0
0.13414362431420346,0.6954831601161165,1.0
0.415260870769156,0.2101909970080006,0.0
0.3123897112492472,0.18748375197028344,0.0
0.10709231406254201,0.7849931915881807,1.0
0.13336263334758536,0.6535778136328925,1.0
0.3585158406604111,0.20977876433772857,0.0
0.2115905504239164,0.4100853232314728,1.0
0.3691285831029531,0.08026435402171746,0.0
0.11525910463976166,0.6944847683919746,1.0
0.27284915831165696,0.24101879359465778,0.0
0.19409825576107295,0.6537037065389826,1.0
0.14517239074391936,0.7517597560758978,1.0
0.10897662410708561,0.7894631345719889,1.0
0.32695412246546796,0.24883698165454732,0.0
0.32674109018577474,0.11881798780892765,0.0
0.2100644362340498,0.7372772429064665,1.0
0.20933954831741058,0.6477333617040018,1.0
0.3392285243780358,0.09410878884472382,0.0
0.2881932492912461,0.24319872660121328,0.0
0.12218918650149808,0.6998089324837604,1.0
0.32917325725948865,0.08821027080605467,0.0
0.21244232016379797,0.5181866411025626,1.0
0.12470890677756169,0.6510239875139268,1.0
0.19218538851778968,0.8705051628147469,1.0
0.3084565210378757,0.10842645410829728,0.0
0.16028682657630167,0.9459106581635749,1.0
0.11390080854885494,0.6024055625111113,1.0
0.22378089268471302,0.40736083381873484,1.0
0.34967008099895097,0.1322266621754547,0.0
0.3500529560753508,0.16245799168374697,0.0
0.19491832278171986,0.8075735662882884,1.0
0.4186480390476911,0.11394625083164282,0.0
0.15200559909805117,0.8048454291502944,1.0
0.3223339023499307,0.1781192189892728,0.0
0.16923314604862993,0.7184130334070029,1.0
0.17983437918277312,0.9019822793883214,1.0
0.39346709070077857,0.15742079850104912,0.0
0.26246151250900956,0.1763115505416134,0.0
0.1917841176092624,0.8326821125188228,1.0
0.31587004709449573,0.19851088579655102,0.0
0.15868715196969185,0.9240094741499272,1.0
0.1719734081641514,0.897669805437297,1.0
0.2750661846290742,0.08127461853654805,0.0
0.11848038384380115,0.593594599812667,1.0
0.1114669205108362,0.510621460601001,1.0
0.3178511937081031,0.2535350208805348,0.0
0.16499875556655963,0.43876098547645115,1.0
0.19551439093625894,0.75342224765741,1.0
